    0.000074   0.147058825721E+01
    0.118750   0.189956750235E+01
    0.000147   0.294117651442E+01
    0.118750   0.189913497638E+01
    0.000221   0.441176477162E+01
    0.118750   0.189870245042E+01
    0.000294   0.588235302883E+01
    0.118750   0.189826992445E+01
    0.000368   0.735294128604E+01
    0.118750   0.189783739849E+01
    0.000441   0.882352954325E+01
    0.118750   0.189740487253E+01
    0.000515   0.102941178005E+02
    0.118750   0.189697234656E+01
    0.000588   0.117647060577E+02
    0.118750   0.189653982060E+01
    0.000662   0.132352943149E+02
    0.118750   0.189610729463E+01
    0.000735   0.147058825721E+02
    0.118750   0.189567476867E+01
    0.000809   0.161764708293E+02
    0.118750   0.189524224270E+01
    0.000882   0.176470590865E+02
    0.118750   0.189480971674E+01
    0.000956   0.191176473437E+02
    0.118750   0.189437719077E+01
    0.001029   0.205882356009E+02
    0.118750   0.189394466481E+01
    0.001103   0.220588238581E+02
    0.118750   0.189351213885E+01
    0.001176   0.235294121153E+02
    0.118750   0.189307961288E+01
    0.001250   0.250000003725E+02
    0.118750   0.189264708692E+01
    0.001324   0.264705886297E+02
    0.118750   0.189221456095E+01
    0.001397   0.279411768869E+02
    0.118750   0.189178203499E+01
    0.001471   0.294117651442E+02
    0.118750   0.189134950902E+01
    0.001544   0.308823534014E+02
    0.118750   0.189091698306E+01
    0.001618   0.323529416586E+02
    0.118750   0.189048445709E+01
    0.001691   0.338235299158E+02
    0.118750   0.189005193113E+01
    0.001765   0.352941181730E+02
    0.118750   0.188961940517E+01
    0.001838   0.367647064302E+02
    0.118750   0.188918687920E+01
    0.001912   0.382352946874E+02
    0.118750   0.188875435324E+01
    0.001985   0.397058829446E+02
    0.118750   0.188832182727E+01
    0.002059   0.411764712018E+02
    0.118750   0.188788930131E+01
    0.002132   0.426470594590E+02
    0.118750   0.188745677534E+01
    0.002206   0.441176477162E+02
    0.118750   0.188702424938E+01
    0.002279   0.455882359734E+02
    0.118750   0.188659172341E+01
    0.002353   0.470588242306E+02
    0.118750   0.188615919745E+01
    0.002426   0.485294124879E+02
    0.118750   0.188572667149E+01
    0.002500   0.500000007451E+02
    0.118750   0.188529414552E+01
    0.002574   0.514705890023E+02
    0.118750   0.188486161956E+01
    0.002647   0.529411772595E+02
    0.118750   0.188442909359E+01
    0.002721   0.544117655167E+02
    0.118750   0.188399656763E+01
    0.002794   0.558823537739E+02
    0.118750   0.188356404166E+01
    0.002868   0.573529420311E+02
    0.118750   0.188313151570E+01
    0.002941   0.588235302883E+02
    0.118750   0.188269898973E+01
    0.003015   0.602941185455E+02
    0.118750   0.188226646377E+01
    0.003088   0.617647068027E+02
    0.118750   0.188183393781E+01
    0.003162   0.632352950599E+02
    0.118750   0.188140141184E+01
    0.003235   0.647058833171E+02
    0.118750   0.188096888588E+01
    0.003309   0.661764715743E+02
    0.118750   0.188053635991E+01
    0.003382   0.676470598315E+02
    0.118750   0.188010383395E+01
    0.003456   0.691176480888E+02
    0.118750   0.187967130798E+01
    0.003529   0.705882363460E+02
    0.118750   0.187923878202E+01
    0.003603   0.720588246032E+02
    0.118750   0.187880625605E+01
    0.003676   0.735294128604E+02
    0.118750   0.187837373009E+01
    0.003750   0.750000011176E+02
    0.118750   0.187794120413E+01
    0.003824   0.764705893748E+02
    0.118750   0.187750867816E+01
    0.003897   0.779411776320E+02
    0.118750   0.187707615220E+01
    0.003971   0.794117658892E+02
    0.118750   0.187664362623E+01
    0.004044   0.808823541464E+02
    0.118750   0.187621110027E+01
    0.004118   0.823529424036E+02
    0.118750   0.187577857430E+01
    0.004191   0.838235306608E+02
    0.118750   0.187534604834E+01
    0.004265   0.852941189180E+02
    0.118750   0.187491352237E+01
    0.004338   0.867647071752E+02
    0.118750   0.187448099641E+01
    0.004412   0.882352954325E+02
    0.118750   0.187404847045E+01
    0.004485   0.897058836897E+02
    0.118750   0.187361594448E+01
    0.004559   0.911764719469E+02
    0.118750   0.187318341852E+01
    0.004632   0.926470602041E+02
    0.118750   0.187275089255E+01
    0.004706   0.941176484613E+02
    0.118750   0.187231836659E+01
    0.004779   0.955882367185E+02
    0.118750   0.187188584062E+01
    0.004853   0.970588249757E+02
    0.118750   0.187145331466E+01
    0.004926   0.985294132329E+02
    0.118750   0.187102078869E+01
    0.005000   0.100000001490E+03
    0.118750   0.187058826273E+01
    0.005074   0.101470589747E+03
    0.118750   0.187015573677E+01
    0.005147   0.102941178005E+03
    0.118750   0.186972321080E+01
    0.005221   0.104411766262E+03
    0.118750   0.186929068484E+01
    0.005294   0.105882354519E+03
    0.118750   0.186885815887E+01
    0.005368   0.107352942776E+03
    0.118750   0.186842563291E+01
    0.005441   0.108823531033E+03
    0.118750   0.186799310694E+01
    0.005515   0.110294119291E+03
    0.118750   0.186756058098E+01
    0.005588   0.111764707548E+03
    0.118750   0.186712805501E+01
    0.005662   0.113235295805E+03
    0.118750   0.186669552905E+01
    0.005735   0.114705884062E+03
    0.118750   0.186626300309E+01
    0.005809   0.116176472319E+03
    0.118750   0.186583047712E+01
    0.005882   0.117647060577E+03
    0.118750   0.186539795116E+01
    0.005956   0.119117648834E+03
    0.118750   0.186496542519E+01
    0.006029   0.120588237091E+03
    0.118750   0.186453289923E+01
    0.006103   0.122058825348E+03
    0.118750   0.186410037326E+01
    0.006176   0.123529413605E+03
    0.118750   0.186366784730E+01
    0.006250   0.125000001863E+03
    0.118750   0.186323532133E+01
    0.006324   0.126470590120E+03
    0.118750   0.186280279537E+01
    0.006397   0.127941178377E+03
    0.118750   0.186237026941E+01
    0.006471   0.129411766634E+03
    0.118750   0.186193774344E+01
    0.006544   0.130882354891E+03
    0.118750   0.186150521748E+01
    0.006618   0.132352943149E+03
    0.118750   0.186107269151E+01
    0.006691   0.133823531406E+03
    0.118750   0.186064016555E+01
    0.006765   0.135294119663E+03
    0.118750   0.186020763958E+01
    0.006838   0.136764707920E+03
    0.118750   0.185977511362E+01
